[8000] PIAAC: Male adults by numeracy proficiency level (%). Level 4 & 5 | pub=World Bank | desc: Percentage of male adults scoring at least 326 on the 0 to 500 point scale. Tasks at level 4 require the respondent to understand a broad range of mathematical information that may be complex, abstrac | cols: country, date, value, indicator
[8019] PIAAC: Mean Young Adult Numeracy Proficiency. Male | pub=World Bank | desc: Numeracy is defined as the ability to access, use, interpret and communicate mathematical information and ideas in order to engage in and manage the mathematical demands of a range of situations in ad | cols: country, date, value, indicator
[8020] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 1 | pub=World Bank | desc: Percentage of adults scoring 241 to less than 291 points on the 0 to 500 point scale. At this level, tasks typically require the use of widely available and familiar technology applications, such as e | cols: country, date, value, indicator
[8021] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 2 | pub=World Bank | desc: Percentage of adults scoring 291 to less than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology applications. For inst | cols: country, date, value, indicator
[8022] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3 | pub=World Bank | desc: Percentage of adults scoring equal to or higher than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology applications. S | cols: country, date, value, indicator
[8023] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Below Lev | pub=World Bank | desc: Percentage of adults scoring below 241 points on the 0 to 500 point scale. Tasks are based on well-defined problems involving the use of only one function within a generic interface to meet one explic | cols: country, date, value, indicator
[8024] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Failed th | pub=World Bank | desc: Adults in this category had prior computer experience but failed the ICT core test, which assesses basic ICT skills, such as the capacity to use a mouse or scroll through a web page, needed to take th | cols: country, date, value, indicator
[8025] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Le | pub=World Bank | desc: Percentage of female adults scoring 241 to less than 291 points on the 0 to 500 point scale. At this level, tasks typically require the use of widely available and familiar technology applications, su | cols: country, date, value, indicator
[8026] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Le | pub=World Bank | desc: Percentage of female adults scoring 291 to less than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology applications. F | cols: country, date, value, indicator
[8027] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Le | pub=World Bank | desc: Percentage of female adults scoring equal to or higher than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology applicat | cols: country, date, value, indicator
[8028] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Be | pub=World Bank | desc: Percentage of female adults scoring below 241 points on the 0 to 500 point scale. Tasks are based on well-defined problems involving the use of only one function within a generic interface to meet one | cols: country, date, value, indicator
[8029] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Fa | pub=World Bank | desc: Percentage of female adults who had prior computer experience but failed the ICT core test, which assesses the basic ICT skills needed to take the computer-based assessment, such as the capacity to us | cols: country, date, value, indicator
[8030] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). No | pub=World Bank | desc: Percentage of female adults who either 1) reported having no prior computer experience or 2) had prior computer experience but failed the ICT core test, which assesses basic ICT skills needed to take  | cols: country, date, value, indicator
[8031] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). No | pub=World Bank | desc: Percentage of female adults who reported having no prior computer experience; therefore, they did not take part in the computer-based assessment but took the paper-based version of the assessment, whi | cols: country, date, value, indicator
[8032] PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Op | pub=World Bank | desc: Percentage of female adults who opted to take the paper-based assessment without first taking the ICT core assessment, even if they reported some prior experience with computers. They also did not tak | cols: country, date, value, indicator
[8033] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Leve | pub=World Bank | desc: Percentage of male adults scoring 241 to less than 291 points on the 0 to 500 point scale. At this level, tasks typically require the use of widely available and familiar technology applications, such | cols: country, date, value, indicator
[8034] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Leve | pub=World Bank | desc: Percentage of male adults scoring 291 to less than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology applications. For | cols: country, date, value, indicator
[8035] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Leve | pub=World Bank | desc: Percentage of male adults scoring equal to or higher than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology applicatio | cols: country, date, value, indicator
[8036] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Belo | pub=World Bank | desc: Percentage of male adults scoring below 241 points on the 0 to 500 point scale. Tasks are based on well-defined problems involving the use of only one function within a generic interface to meet one e | cols: country, date, value, indicator
[8037] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Fail | pub=World Bank | desc: Percentage of male adults who had prior computer experience but failed the ICT core test, which assesses the basic ICT skills needed to take the computer-based assessment, such as the capacity to use  | cols: country, date, value, indicator
[8038] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). No c | pub=World Bank | desc: Percentage of male adults who either 1) reported having no prior computer experience or 2) had prior computer experience but failed the ICT core test, which assesses basic ICT skills needed to take th | cols: country, date, value, indicator
[8039] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). No c | pub=World Bank | desc: Percentage of male adults who reported having no prior computer experience; therefore, they did not take part in the computer-based assessment but took the paper-based version of the assessment, which | cols: country, date, value, indicator
[8040] PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Opte | pub=World Bank | desc: Percentage of male adults who opted to take the paper-based assessment without first taking the ICT core assessment, even if they reported some prior experience with computers. They also did not take  | cols: country, date, value, indicator
[8041] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). No comput | pub=World Bank | desc: Adults in this category reported having no prior computer experience; therefore, they did not take part in the computer-based assessment but took the paper-based version of the assessment, which does  | cols: country, date, value, indicator
[8042] PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Opted out | pub=World Bank | desc: Adults in this category opted to take the paper-based assessment without first taking the ICT core assessment, even if they reported some prior experience with computers. They also did not take part i | cols: country, date, value, indicator
[8043] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 5th Percentile  | pub=World Bank | desc: The 5th percentile score is the score below which 5 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8044] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 10th Percentile | pub=World Bank | desc: The 10th percentile score is the score below which 10 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8045] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 25th Percentile | pub=World Bank | desc: The 25th percentile score is the score below which 25 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8046] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 50th Percentile | pub=World Bank | desc: The 50th percentile score is the score below which 50 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8047] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 75th Percentile | pub=World Bank | desc: The 75th percentile score is the score below which 75 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8048] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 90th Percentile | pub=World Bank | desc: The 90th percentile score is the score below which 90 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8049] PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 95th Percentile | pub=World Bank | desc: The 95th percentile score is the score below which 90 percent of adults (age 16 to 65) scored. For more information, consult the OECD PIAAC website: http://www.oecd.org/site/piaac/ | cols: country, date, value, indicator
[8050] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Lev | pub=World Bank | desc: Percentage of young (age 16-24) adults scoring 241 to less than 291 points on the 0 to 500 point scale. At this level, tasks typically require the use of widely available and familiar technology appli | cols: country, date, value, indicator
[8051] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Lev | pub=World Bank | desc: Percentage of young (age 16-24) adults scoring 291 to less than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technology appl | cols: country, date, value, indicator
[8052] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Lev | pub=World Bank | desc: Percentage of young (age 16-24) adults scoring equal to or higher than 341 points on the 0 to 500 point scale. At this level, tasks typically require the use of both generic and more specific technolo | cols: country, date, value, indicator
[8053] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Bel | pub=World Bank | desc: Percentage of young (age 16-24) adults scoring below 241 points on the 0 to 500 point scale. Tasks are based on well-defined problems involving the use of only one function within a generic interface  | cols: country, date, value, indicator
[8054] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Fai | pub=World Bank | desc: Percentage of young (age 16-24) adults who had prior computer experience but failed the ICT core test, which assesses basic ICT skills needed to take the computer-based assessment, such as the capacit | cols: country, date, value, indicator
[8055] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). No  | pub=World Bank | desc: Percentage of young (age 16-24) adults who either 1) reported having no prior computer experience or 2) had prior computer experience but failed the ICT core test, which assesses basic ICT skills need | cols: country, date, value, indicator
[8056] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). No  | pub=World Bank | desc: Percentage of young (age 16-24) adults who reported having no prior computer experience; therefore, they did not take part in the computer-based assessment but took the paper-based version of the asse | cols: country, date, value, indicator
[8057] PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Opt | pub=World Bank | desc: Percentage of young (age 16-24) adults who opted to take the paper-based assessment without first taking the ICT core assessment, even if they reported some prior experience with computers. They did n | cols: country, date, value, indicator
[8058] PIRLS: Mean performance on the reading scale, total | pub=World Bank | desc: Mean performance on the reading scale for fourth grade students. Total is the average scale score for fourth graders on the PIRLS reading assessment. The scale centerpoint is 500. Data reflects countr | cols: country, date, value, indicator | tags: Education 
[8059] PIRLS: Fourth grade students reaching the advanced international benchmark in reading achievement (% | pub=World Bank | desc: Fourth grade students reaching the advanced international benchmark in reading achievement (%) is the share of fourth grade students scoring at least 625 on the reading assessment. When reading Litera | cols: country, date, value, indicator | tags: Education 
[8060] PIRLS: Female 4th grade students reaching the advanced international benchmark in reading achievemen | pub=World Bank | desc: Female 4th grade students reaching the advanced international benchmark in reading achievement (%) is the share of female 4th grade students scoring at least 625 on the reading assessment. When readin | cols: country, date, value, indicator
[8061] PIRLS: Male 4th grade students reaching the advanced international benchmark in reading achievement  | pub=World Bank | desc: Male 4th grade students reaching the advanced international benchmark in reading achievement (%) is the share of male 4th grade students scoring at least 625 on the reading assessment. When reading Li | cols: country, date, value, indicator
[8062] PIRLS: Fourth grade students who did not reach the low international benchmark in reading achievemen | pub=World Bank | desc: Fourth grade students who did not reach the low international benchmark in reading achievement (%) is the share of fourth grade students who did not score at least 400 on the reading assessment. These | cols: country, date, value, indicator | tags: Education 
[8063] PIRLS: Female 4th grade students who did not reach the low international benchmark in reading achiev | pub=World Bank | desc: Female 4th grade students who did not reach the low international benchmark in reading achievement (%) is the share of female 4th grade students who did not score at least 400 on the reading assessmen | cols: country, date, value, indicator
[8064] PIRLS: Male 4th grade students who did not reach the low international benchmark in reading achievem | pub=World Bank | desc: Male 4th grade students who did not reach the low international benchmark in reading achievement (%) is the share of male 4th grade students who did not score at least 400 on the reading assessment. T | cols: country, date, value, indicator
[8065] PIRLS: Mean performance on the reading scale, female | pub=World Bank | desc: Mean performance on the reading scale for fourth grade students. Female is the average scale score for female fourth graders on the PIRLS reading assessment. The scale centerpoint is 500. Data reflect | cols: country, date, value, indicator | tags: Education 
[8066] PIRLS: Fourth grade students reaching the high international benchmark in reading achievement (%) | pub=World Bank | desc: Fourth grade students reaching the high international benchmark in reading achievement (%) is the share of fourth grade students scoring at least 550 on the reading assessment. When reading Literary T | cols: country, date, value, indicator | tags: Education 
[8067] PIRLS: Female 4th grade students reaching the high international benchmark in reading achievement (% | pub=World Bank | desc: Female 4th grade students reaching the high international benchmark in reading achievement (%) is the share of female 4th grade students scoring at least 550 on the reading assessment. When reading Li | cols: country, date, value, indicator
[8068] PIRLS: Male 4th grade students reaching the high international benchmark in reading achievement (%) | pub=World Bank | desc: Male 4th grade students reaching the high international benchmark in reading achievement (%) is the share of male 4th grade students scoring at least 550 on the reading assessment. When reading Litera | cols: country, date, value, indicator
[8069] PIRLS: Fourth grade students reaching the intermediate international benchmark in reading achievemen | pub=World Bank | desc: Fourth grade students reaching the intermediate international benchmark in reading achievement (%) is the share of fourth grade students scoring at least 475 on the reading assessment. When reading Li | cols: country, date, value, indicator | tags: Education 
[8070] PIRLS: Female 4th grade students reaching the intermediate international benchmark in reading achiev | pub=World Bank | desc: Female 4th grade students reaching the intermediate international benchmark in reading achievement (%) is the share of female 4th grade students scoring at least 475 on the reading assessment. When re | cols: country, date, value, indicator
[8071] PIRLS: Male 4th grade students reaching the intermediate international benchmark in reading achievem | pub=World Bank | desc: Male 4th grade students reaching the intermediate international benchmark in reading achievement (%) is the share of male 4th grade students scoring at least 475 on the reading assessment. When readin | cols: country, date, value, indicator
[8072] PIRLS: Fourth grade students reaching the low international benchmark in reading achievement (%) | pub=World Bank | desc: Fourth grade students reaching the low international benchmark in reading achievement (%) is the share of fourth grade students scoring at least 400 on the reading assessment. When reading Literary Te | cols: country, date, value, indicator | tags: Education 
[8073] PIRLS: Female 4th grade students reaching the low international benchmark in reading achievement (%) | pub=World Bank | desc: Female 4th grade students reaching the low international benchmark in reading achievement (%) is the share of female 4th grade students scoring at least 400 on the reading assessment. When reading Lit | cols: country, date, value, indicator
[8074] PIRLS: Male 4th grade students reaching the low international benchmark in reading achievement (%) | pub=World Bank | desc: Male 4th grade students reaching the low international benchmark in reading achievement (%) is the share of male 4th grade students scoring at least 400 on the reading assessment. When reading Literar | cols: country, date, value, indicator
[8075] PIRLS: Mean performance on the reading scale, male | pub=World Bank | desc: Mean performance on the reading scale for fourth grade students. Male is the average scale score for male fourth graders on the PIRLS reading assessment. The scale centerpoint is 500. Data reflects co | cols: country, date, value, indicator | tags: Education 
[8076] PIRLS: Distribution of Reading Scores: 5th Percentile Score | pub=World Bank | desc: The 5th percentile score is the score below which 5 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the P | cols: country, date, value, indicator
[8077] PIRLS: Distribution of Reading Scores: 10th Percentile Score | pub=World Bank | desc: The 10th percentile score is the score below which 10 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the | cols: country, date, value, indicator
[8078] PIRLS: Distribution of Reading Scores: 25th Percentile Score | pub=World Bank | desc: The 25th percentile score is the score below which 25 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the | cols: country, date, value, indicator
[8079] PIRLS: Distribution of Reading Scores: 50th Percentile Score | pub=World Bank | desc: The 50th percentile score is the score below which 50 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the | cols: country, date, value, indicator
[8080] PIRLS: Distribution of Reading Scores: 75th Percentile Score | pub=World Bank | desc: The 75th percentile score is the score below which 75 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the | cols: country, date, value, indicator
[8081] PIRLS: Distribution of Reading Scores: 90th Percentile Score | pub=World Bank | desc: The 90th percentile score is the score below which 90 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the | cols: country, date, value, indicator
[8082] PIRLS: Distribution of Reading Scores: 95th Percentile Score | pub=World Bank | desc: The 95th percentile score is the score below which 90 percent of students scored. Data reflects country performance in the stated year, but may not be comparable across years or countries. Consult the | cols: country, date, value, indicator
[8083] PISA: Mean performance on the mathematics scale | pub=World Bank | desc: Average score of 15-year-old students on the PISA mathematics scale. The metric for the overall mathematics scale is based on a mean for OECD countries of 500 points and a standard deviation of 100 po | cols: country, date, value, indicator | tags: Education 
[8084] PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1 | pub=World Bank | desc: Percentage of 15-year-old students below the lowest proficiency level (scoring 358 or below) on the PISA mathematics scale. Students below Level 1 may be able to perform very direct and straightforwar | cols: country, date, value, indicator
[8085] PISA: Female 15-year-olds by mathematics proficiency level (%). Below Level 1 | pub=World Bank | desc: Percentage of 15-year-old female students below the lowest proficiency level (scoring 358 or below) on the PISA mathematics scale. Students below Level 1 may be able to perform very direct and straigh | cols: country, date, value, indicator
[8086] PISA: Male 15-year-olds by mathematics proficiency level (%). Below Level 1 | pub=World Bank | desc: Percentage of 15-year-old male students below the lowest proficiency level (scoring 358 or below) on the PISA mathematics scale. Students below Level 1 may be able to perform very direct and straightf | cols: country, date, value, indicator
[8087] PISA: 15-year-olds by mathematics proficiency level (%). Level 1 | pub=World Bank | desc: Percentage of 15-year-old students scoring higher than 358 but lower than or equal to 420 points on the PISA mathematics scale. At Level 1, students can answer questions involving familiar contexts wh | cols: country, date, value, indicator
[8088] PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1 | pub=World Bank | desc: Percentage of 15-year-old female students scoring higher than 358 but lower than or equal to 420 points on the PISA mathematics scale. At Level 1, students can answer questions involving familiar cont | cols: country, date, value, indicator
[8089] PISA: Male 15-year-olds by mathematics proficiency level (%). Level 1 | pub=World Bank | desc: Percentage of 15-year-old male students scoring higher than 358 but lower than or equal to 420 points on the PISA mathematics scale. At Level 1, students can answer questions involving familiar contex | cols: country, date, value, indicator
[8090] PISA: 15-year-olds by mathematics proficiency level (%). Level 2 | pub=World Bank | desc: Percentage of 15-year-old students scoring higher than 420 but lower than or equal to 482 points on the PISA mathematics scale. At Level 2, students can interpret and recognize situations in contexts  | cols: country, date, value, indicator
[8091] PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2 | pub=World Bank | desc: Percentage of 15-year-old female students scoring higher than 420 but lower than or equal to 482 points on the PISA mathematics scale. At Level 2, students can interpret and recognize situations in co | cols: country, date, value, indicator
[8092] PISA: Male 15-year-olds by mathematics proficiency level (%). Level 2 | pub=World Bank | desc: Percentage of 15-year-old male students scoring higher than 420 but lower than or equal to 482 points on the PISA mathematics scale. At Level 2, students can interpret and recognize situations in cont | cols: country, date, value, indicator
[8093] PISA: 15-year-olds by mathematics proficiency level (%). Level 3 | pub=World Bank | desc: Percentage of 15-year-old students scoring higher than 482 but lower than or equal to 545 points on the PISA mathematics scale. At Level 3, students can execute clearly described procedures, including | cols: country, date, value, indicator
[8094] PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3 | pub=World Bank | desc: Percentage of 15-year-old female students scoring higher than 482 but lower than or equal to 545 points on the PISA mathematics scale. At Level 3, students can execute clearly described procedures, in | cols: country, date, value, indicator
[8095] PISA: Male 15-year-olds by mathematics proficiency level (%). Level 3 | pub=World Bank | desc: Percentage of 15-year-old male students scoring higher than 482 but lower than or equal to 545 points on the PISA mathematics scale. At Level 3, students can execute clearly described procedures, incl | cols: country, date, value, indicator
[8096] PISA: 15-year-olds by mathematics proficiency level (%). Level 4 | pub=World Bank | desc: Percentage of 15-year-old students scoring higher than 545 but lower than or equal to 607 on the PISA mathematics scale. At Level 4, students can work effectively with explicit models for complex conc | cols: country, date, value, indicator
[8097] PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4 | pub=World Bank | desc: Percentage of 15-year-old female students scoring higher than 545 but lower than or equal to 607 on the PISA mathematics scale. At Level 4, students can work effectively with explicit models for compl | cols: country, date, value, indicator
[8098] PISA: Male 15-year-olds by mathematics proficiency level (%). Level 4 | pub=World Bank | desc: Percentage of 15-year-old male students scoring higher than 545 but lower than or equal to 607 on the PISA mathematics scale. At Level 4, students can work effectively with explicit models for complex | cols: country, date, value, indicator
[8099] PISA: 15-year-olds by mathematics proficiency level (%). Level 5 | pub=World Bank | desc: Percentage of 15-year-old students scoring higher than 607 but lower than or equal to 669 on the PISA mathematics scale. At Level 5, students can develop and work with models for complex situations, i | cols: country, date, value, indicator
